^Annotation
!Annotation_date = 05/20/2005 09:49:12
!Annotation_platform = GPL271
!Annotation_platform_title =LC-17
!Annotation_platform_organism = Homo sapiens
#ID =  Platform reference identifier
#Gene = Description field extracted from Entrez Gene
#Unigene = Cluster ID extracted from Entrez UniGene
#UniGene title = UniGene title extracted from Entrez UniGene
#Nucleotide = Title extracted from Entrez Nucleotide
#Protein = Title extracted from Entrez Protein
#GI = GenBank identifier(s)
#GenBank Accession = GenBank accession(s)
#Gene symbol = Gene name field extracted from Entrez Gene
#Platform_CLONEID = CLONE_ID column from GEO Platform data table
#Platform_ORF = ORF column from GEO Platform data table
#Platform_SPOTID = SPOT_ID column from GEO Platform data table
#Platform_SPACC = SP_ACC column from GEO Platform data table
#Platform_PTACC = PT_ACC column from GEO Platform data table
ID	Gene	Unigene	UniGene title	Nucleotide	Protein	GI	GenBank Accession	Gene symbol	Platform_CLONEID	Platform_ORF	Platform_SPOTID	Platform_SPACC	Platform_PTACC
17943		Hs.1051	Granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1)			4736769	AI652790	GZMB	IMAGE:2310308				
17944		Hs.82906	Myeloproliferative leukemia virus oncogene			4990713	AI702813	MPL	IMAGE:2340423				
17945		Hs.440534	Thioredoxin domain containing 10			1924534	AA281845	TXNDC10	IMAGE:712364				
17946		Hs.149924	Leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1			1924480	AA281735	LILRB1	IMAGE:712417				
17947		Hs.468488	Similar to CG9643-PA			1921720	AA278184	LOC399818	IMAGE:712554				
17948				zt08h06.r1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:712571 5' similar to gb:M29874 CYTOCHROME P450 IIB6 (HUMAN);, mRNA sequence		1924220	AA281514		IMAGE:712571				
17949		Hs.132966	Met proto-oncogene (hepatocyte growth factor receptor)			1921821	AA280265	MET	IMAGE:712708				
17950				zt10e11.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:712748 3', mRNA sequence		1921848	AA280310		IMAGE:712748				
17951		Hs.546271	Poly(rC) binding protein 2			1925381	AA282267	PCBP2	IMAGE:712944				
17952		Hs.430849	Oxysterol binding protein-like 8			1925473	AA282540	OSBPL8	IMAGE:712974				
17953											EMPTY		
17954											EMPTY		
17955											EMPTY		
17956											EMPTY		
17957											EMPTY		
17958											EMPTY		
17959											EMPTY		
17960											EMPTY		
17961				tm30g02.x1 NCI_CGAP_CLL1 Homo sapiens cDNA clone IMAGE:2158130 3' similar to gb:X64707 BREAST BASIC CONSERVED PROTEIN 1 (HUMAN);contains PTR5.b1 MER22 repetitive element ;, mRNA sequence		4372234	AI479066		IMAGE:2158130				
17962				tm31b10.x1 NCI_CGAP_CLL1 Homo sapiens cDNA clone IMAGE:2158171 3' similar to contains Alu repetitive element;contains MER3.b2 MER3 repetitive element ;, mRNA sequence		4372269	AI479101		IMAGE:2158171				
17963				qx03a07.x1 NCI_CGAP_Lym12 Homo sapiens cDNA clone IMAGE:2000244 3', mRNA sequence		3846789	AI250260		IMAGE:2000244				
17964				qx03e04.x1 NCI_CGAP_Lym12 Homo sapiens cDNA clone IMAGE:2000286 3' similar to contains element TAR1 repetitive element ;, mRNA sequence		3846406	AI249877		IMAGE:2000286				
17965		Hs.308615	Transcribed locus			3806668	AI223955		IMAGE:2000646				
17966		Hs.380887	Mitochondrial ribosomal protein S10			3846001	AI249472	MRPS10	IMAGE:2000717				
17967				qx10b01.x1 NCI_CGAP_Lym12 Homo sapiens cDNA clone IMAGE:2000905 3' similar to contains MER22.t1 MER22 repetitive element ;, mRNA sequence		3847377	AI250848		IMAGE:2000905				
17968				qx10c04.x1 NCI_CGAP_Lym12 Homo sapiens cDNA clone IMAGE:2000934 3' similar to SW:ULC6_HCMVA P16836 HYPOTHETICAL PROTEIN UL126. ;, mRNA sequence		3847388	AI250859		IMAGE:2000934				
17969				oc31b05.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1351281 3', mRNA sequence		2876664	AA807088		IMAGE:1351281				
17970				oc47g08.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1352894 3', mRNA sequence		2903149	AA830050		IMAGE:1352894				
17971				nv58h07.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1234045 3', mRNA sequence		2675195	AA688289		IMAGE:1234045				
17972		Hs.434948	TGF-betaIIR beta			2768175	AA736941		IMAGE:1308214				
17973		Hs.502328	CD44 antigen (homing function and Indian blood group system)			2818583	AA767568	CD44	IMAGE:1319608				
17974		Hs.369920	RAP1B, member of RAS oncogene family			2818551	AA767536	RAP1B	IMAGE:1334486				
17975				ob94b11.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1339005 3' similar to SW:IA1_HUMAN Q01101 ZINC FINGER PROTEIN IA-1 ;contains element MSR1 repetitive element ;, mRNA sequence		2875705	AA810433		IMAGE:1339005				
17976		Hs.527119	Phosphodiesterase 7A			2884721	AA815125	PDE7A	IMAGE:1339812				
17977				zl08d08.s1 Soares_pregnant_uterus_NbHPU Homo sapiens cDNA clone IMAGE:491727 3' similar to gb:M14169 ALKALINE PHOSPHATASE, PLACENTAL TYPE 1 PRECURSOR (HUMAN);contains Alu repetitive element;contains element PTR7 repetitive element ;, mRNA sequence		1722001	AA150487		IMAGE:491727				
17978		Hs.288771	DKFZP586A0522 protein			651844	T49984	DKFZP586A0522	IMAGE:70152				
17979		Hs.416216	Dual specificity phosphatase 12			2216175	AA485951	DUSP12	IMAGE:843328				
17980		Hs.54673	Tumor necrosis factor (ligand) superfamily, member 12			1156212	N35070	TNFSF13	IMAGE:271670				
17981		Hs.200230	Hypothetical protein LOC284611			2079700	AA417900	LOC284611	IMAGE:752754				
17982		Hs.4204	CDNA FLJ30779 fis, clone FEBRA2000815			1856807	AA233805		IMAGE:666279				
17983				zk48g08.s1 Soares_pregnant_uterus_NbHPU Homo sapiens cDNA clone IMAGE:486110 3' similar to gb:L10678 PROFILIN II (HUMAN);, mRNA sequence		1517193	AA040703		IMAGE:486110				
17984		Hs.369089	Collagen, type IV, alpha 5 (Alport syndrome)			1496528	AA029107	COL4A5	IMAGE:470001				
18001		Hs.547433	Transcribed locus			2901392	AA828293		IMAGE:1335756				
18002		Hs.439852	Immunoglobulin heavy constant delta			2874793	AA806043	IGHD	IMAGE:1341469				
18003	EPH receptor B6	Hs.380089	EPH receptor B6			56119211	NM_004445	EPHB6	IMAGE:1375561				
18004		Hs.490366	V-raf murine sarcoma viral oncogene homolog B1			2908659	AA834931	BRAF	IMAGE:1392657				
18005		Hs.504048	CD3D antigen, delta polypeptide (TiT3 complex)			2958434	AA866158	CD3D	IMAGE:1469444				
18006		Hs.513987	Serine hydroxymethyltransferase 1 (soluble)			3049616	AA910326	SHMT1	IMAGE:1520558				
18007											EMPTY		
18008											EMPTY		
18009		Hs.155204	Zinc finger protein 174			2703159	AA700196	ZNF174	IMAGE:453147				
18010		Hs.308	Arrestin 3, retinal (X-arrestin)			1068097	H86518	ARR3	IMAGE:223274				
18011		Hs.256278	Tumor necrosis factor receptor superfamily, member 1B			1721929	AA150416	TNFRSF1B	IMAGE:491403				
18012		Hs.369397	Transforming growth factor, beta-induced, 68kDa			2557115	AA633901	TGFBI	IMAGE:868212				
18013		Hs.534427	T-cell receptor rearranged beta-chain V-region (V-D-J)			668057	T64192		IMAGE:80186				
18014		Hs.510301	CDNA clone IMAGE:4711494, partial cds			2215181	AA487750		IMAGE:840708				
18015		Hs.310545	Synaptotagmin I			2668964	AA683073	SYT1	IMAGE:971399				
18016		Hs.531176	Seryl-tRNA synthetase			2553345	AA630734	SARS	IMAGE:856354				
18017		Hs.368928	Tripartite motif-containing 9			779230	R24342	TRIM9	IMAGE:34204				
18018		Hs.9997	KIAA0256 gene product			2557086	AA633872	KIAA0256	IMAGE:858181				
18019				zp58h06.s1 Stratagene endothelial cell 937223 Homo sapiens cDNA clone IMAGE:624443 3', mRNA sequence		1764816	AA181333		IMAGE:624443				
18020		Hs.81848	RAD21 homolog (S. pombe)			2668993	AA683102	RAD21	IMAGE:970613				
18021		Hs.19413	S100 calcium binding protein A12 (calgranulin C)			2702968	AA700005	S100A12	IMAGE:436029				
18022		Hs.287714	RAB32, member RAS oncogene family			1509799	AA036761	RAB32	IMAGE:472186				
18023		Hs.521267	Olfactory receptor, family 2, subfamily A, member 9 pseudogene			1437297	AA001222	OR2A9P	IMAGE:362279				
18024		Hs.185577	Fibroblast growth factor 12			885368	H19128	FGF12	IMAGE:50930				
18025		Hs.483873	GM2 ganglioside activator			1898158	AA262015	GM2A	IMAGE:685548				
18026		Hs.503763	Hypothetical protein BC015183			1897701	AA262405	LOC91801	IMAGE:685597				
18027		Hs.459790	Vacuolar protein sorting 13A (yeast)			1897962	AA261981	VPS13A	IMAGE:685731				
18028		Hs.159528	Chromosome 2 open reading frame 10			1939333	AA291337	C2orf10	IMAGE:685789				
18029		Hs.444414	Lymphoid nuclear protein related to AF4			1892512	AA256748	LAF4	IMAGE:685916				
18030		Hs.321273	SEC8-like 1 (S. cerevisiae)			1892612	AA255641	SEC8L1	IMAGE:685953				
18031		Hs.293736	Activity-dependent neuroprotector			1898450	AA262160	ADNP	IMAGE:686064				
18032		Hs.125898	GNAS complex locus			1898384	AA262813	GNAS	IMAGE:686095				
18033				oc08d11.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1340277 3', mRNA sequence		3096075	AA937964		IMAGE:1340277				
18034				od47h04.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1371127 3' similar to contains L1.t1 L1 repetitive element ;, mRNA sequence		2958470	AA866194		IMAGE:1371127				
18035	CD79B antigen (immunoglobulin-associated beta)	Hs.89575	CD79B antigen (immunoglobulin-associated beta)			11038673	NM_000626	CD79B			LCP:174		
18036				Homo sapiens interferon, gamma (IFNG), mRNA		10835170	NM_000619				LCP:54		
18037	colony stimulating factor 1 (macrophage)					181134	M37435	CSF1			LCP:74		
18038	interleukin 1, beta	Hs.126256	Interleukin 1, beta			27894305	NM_000576	IL1B			LCP:80		
18039	colony stimulating factor 2 (granulocyte-macrophage)	Hs.1349	Colony stimulating factor 2 (granulocyte-macrophage)			27437029	NM_000758	CSF2			LCP:94		
18040	antigen identified by monoclonal antibody Ki-67	Hs.80976	Antigen identified by monoclonal antibody Ki-67			415818	X65550	MKI67			LCP:100		
18041		Hs.343173	Chromosome 14 open reading frame 111			2752621	AA731732	C14orf111	IMAGE:1251970				
18042		Hs.292335	Transcribed locus			2778840	AA740248		IMAGE:1251993				
18043		Hs.208759	Nemo like kinase			2726246	AA713972	NLK	IMAGE:1268651				
18044				nx81f08.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1268679 3' similar to gb:X74301_cds1 MHC CLASS II TRANSACTIVATOR CIITA (HUMAN);, mRNA sequence		2726304	AA714030		IMAGE:1268679				
18045		Hs.515764	Hypothetical gene supported by BX641130			2726834	AA714560		IMAGE:1268831				
18046		Hs.160673	Ras homolog gene family, member H			2737022	AA720887	RHOH	IMAGE:1268907				
18047		Hs.379858	Dimethylarginine dimethylaminohydrolase 1			2787496	AA747538	DDAH1	IMAGE:1269034				
18048		Hs.149500	Nudix (nucleoside diphosphate linked moiety X)-type motif 9			2787765	AA747807	NUDT9	IMAGE:1269115				
18049		Hs.153563	Lymphocyte antigen 75			5755859	AI963146	LY75	IMAGE:2508733				
18050		Hs.464210	Synaptogyrin 2			5754579	AI961866	SYNGR2	IMAGE:2509911				
18051		Hs.194710	Glucosaminyl (N-acetyl) transferase 3, mucin type			5747892	AI955582	GCNT3	IMAGE:2511682				
18052		Hs.459106	Ornithine decarboxylase antizyme inhibitor			5756160	AI963447	OAZIN	IMAGE:2512137				
18053				wu03b04.x1 NCI_CGAP_GC6 Homo sapiens cDNA clone IMAGE:2515855 3', mRNA sequence		5804306	AI979287		IMAGE:2515855				
18054		Hs.49787	Latent transforming growth factor beta binding protein 1			5879228	AW025698	LTBP1	IMAGE:2516260				
18055		Hs.446083	Protein tyrosine phosphatase, receptor type, D			5810504	AI983285	PTPRD	IMAGE:2517347				
18056		Hs.513797	Solute carrier family 7 (cationic amino acid transporter, y+ system), member 5			5887124	AW028368	SLC7A5	IMAGE:2541203				
18057		Hs.514167	Keratin 19			6025823	AW070825	KRT19	IMAGE:2568350				
18058		Hs.180909	Peroxiredoxin 1			6026123	AW071125	PRDX1	IMAGE:2568563				
18059		Hs.517949	Microtubule-associated protein 4			6028393	AW073395	MAP4	IMAGE:2569196				
18060		Hs.458355	Complement component 1, s subcomponent			6039872	AW084720	C1S	IMAGE:2569884				
18061		Hs.529631	Ribosomal protein L35a			6029803	AW074805	RPL35A	IMAGE:2572175				
18062		Hs.150580	Putative translation initiation factor			6034111	AW078959	SUI1	IMAGE:2576857				
18063		Hs.532359	Ribosomal protein L5			6030629	AW075631	RPL5	IMAGE:2577287				
18064		Hs.433615	Tubulin, beta, 2			6033876	AW078724	TUBB2	IMAGE:2578078				
18065		Hs.369632	Hypothetical protein FLJ38482			4107937	AI356316	FLJ38482	IMAGE:2027480				
18066		Hs.109672	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6			4107997	AI356376	SIAT7F	IMAGE:2027525				
18067		Hs.234569	Zeta-chain (TCR) associated protein kinase 70kDa			4124621	AI364932	ZAP70	IMAGE:2027720				
18068		Hs.157344	MRNA; cDNA DKFZp667A182 (from clone DKFZp667A182)			4136766	AI367021		IMAGE:2027771				
18069		Hs.514132	Suppressor of cytokine signaling 7			4113498	AI361877	SOCS7	IMAGE:2027917				
18070		Hs.471818	Membrane component, chromosome 11, surface marker 1			4107902	AI356281	M11S1	IMAGE:2027972				
18071				qz27b12.x1 NCI_CGAP_CLL1 Homo sapiens cDNA clone IMAGE:2028095 3' similar to gb:J04173 PHOSPHOGLYCERATE MUTASE, BRAIN FORM (HUMAN);contains MER7.b2 MER7 repetitive element ;, mRNA sequence		4108092	AI356471		IMAGE:2028095				
18072		Hs.540254	Transcribed locus			4108145	AI356524		IMAGE:2028122				
18073				zr88f07.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:682789 3', mRNA sequence		1809388	AA210734		IMAGE:682789				
18074		Hs.408658	Cyclin E2			1812454	AA213827	CCNE2	IMAGE:683084				
18075		Hs.485360	Transcription factor EB			1860482	AA235980	TFEB	IMAGE:684328				
18076		Hs.435535	Zinc finger protein 395			1886915	AA251814	ZNF395	IMAGE:684693				
18077		Hs.113876	Wolf-Hirschhorn syndrome candidate 1			1898546	AA262274	WHSC1	IMAGE:686241				
18078		Hs.517419	Kelch-like			1891451	AA255783	KELCHL	IMAGE:686496				
18079		Hs.546268	Myosin IXA			1933534	AA287818	MYO9A	IMAGE:700949				
18080				zs53g11.r1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:701252 5' similar to WP:ZK1248.10 CE02894 ;, mRNA sequence		1933400	AA287709		IMAGE:701252				
18081		Hs.302145	Hemoglobin, gamma G			1056985	H78896	HBG2	IMAGE:233457				
18082		Hs.520048	Major histocompatibility complex, class II, DR alpha			810005	R47979	HLA-DRA	IMAGE:153411				
18083		Hs.193043	Chloride channel 6			873010	H08188	CLCN6	IMAGE:45272				
18084		Hs.484222	RNA terminal phosphate cyclase domain 1			1716184	AA146802	RTCD1	IMAGE:589433				
18085		Hs.517775	Activin A receptor, type IIB			841754	R68237	ACVR2B	IMAGE:137794				
18086		Hs.491234	Ras-like without CAAX 1			1493936	AA027840	RIT1	IMAGE:469686				
18087		Hs.515092	ClpP caseinolytic protease, ATP-dependent, proteolytic subunit homolog (E. coli)			1365277	W58337	CLPP	IMAGE:341246				
18088		Hs.289108	Family with sequence similarity 3, member A			946310	R87497	FAM3A	IMAGE:166236				
18089		Hs.211589	Protein phosphatase, EF hand calcium-binding domain 1			885094	H18854	PPEF1	IMAGE:51064				
18090		Hs.81874	Microsomal glutathione S-transferase 2			1383606	W73474	MGST2	IMAGE:344432				
18091		Hs.336046	Interleukin 13 receptor, alpha 2			814697	R52795	IL13RA2	IMAGE:41648				
18092		Hs.789	Chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)			1327183	W42723	CXCL1	IMAGE:323238				
18093		Hs.479214	CD38 antigen (p45)			750012	R00276	CD38	IMAGE:123264				
18094		Hs.255935	B-cell translocation gene 1, anti-proliferative			1227043	N70463	BTG1	IMAGE:298268				
18095		Hs.252229	V-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian)			1126779	N21609	MAFG	IMAGE:266037				
18096		Hs.196384	Prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)			856498	R80217	PTGS2	IMAGE:147050				
18097		Hs.201918	Homeodomain interacting protein kinase 3			1925176	AA282196	HIPK3	IMAGE:704690				
18098				zs90d03.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:704741 3' similar to contains Alu repetitive element;, mRNA sequence		1925445	AA282530		IMAGE:704741				
18099				zs92c12.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:704950 3', mRNA sequence		1921287	AA279689		IMAGE:704950				
18100		Hs.279474	Makorin, ring finger protein, 2			1921485	AA280020	MKRN2	IMAGE:705012				
18101		Hs.500101	Vinculin			1924091	AA281412	VCL	IMAGE:705224				
18102				zs96a11.r1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:711452 5' similar to contains Alu repetitive element;, mRNA sequence		1923428	AA280749		IMAGE:711452				
18103		Hs.334868	Protein phosphatase 2, regulatory subunit B (B56), epsilon isoform			1923590	AA280910	PPP2R5E	IMAGE:711710				
18104		Hs.421245	IK cytokine, down-regulator of HLA II			1923506	AA280826	IK	IMAGE:711751				
18105		Hs.160976	SA hypertension-associated homolog (rat)			4222282	AI392735	SAH	IMAGE:2109640				
18106				tg23g04.x1 NCI_CGAP_CLL1 Homo sapiens cDNA clone IMAGE:2109654 3' similar to gb:J03058 ARGININOSUCCINATE LYASE (HUMAN);, mRNA sequence		4222301	AI392754		IMAGE:2109654				
18107		Hs.368802	Sp5 transcription factor			4222600	AI393053	SP5	IMAGE:2109797				
18108		Hs.552037	Transcribed locus			4222636	AI393089		IMAGE:2109856				
18109		Hs.173939	Phosphatidylinositol-3-phosphate/phosphatidylinositol 5-kinase, type III			4244380	AI401293	PIP5K3	IMAGE:2116223				
18110		Hs.532790	N-myristoyltransferase 1			4243079	AI399992	NMT1	IMAGE:2116276				
18111				tg95a10.x1 NCI_CGAP_CLL1 Homo sapiens cDNA clone IMAGE:2116506 3' similar to TR:Q15220 Q15220 PRPL-2 PROTEIN ;, mRNA sequence		4437749	AI523614		IMAGE:2116506				
18112				tg95c07.x1 NCI_CGAP_CLL1 Homo sapiens cDNA clone IMAGE:2116524 3' similar to WP:F10C2.5 CE09309 MANNOSYL-OLIGOSACCHARIDE ALPHA-1,2-MANNOSIDASE ;, mRNA sequence		4437763	AI523628		IMAGE:2116524				
18113				yb28b05.s1 Stratagene fetal spleen (#937205) Homo sapiens cDNA clone IMAGE:72465 3', mRNA sequence		653571	T51711		IMAGE:72465				
18114		Hs.466871	Plasminogen activator, urokinase receptor			692003	T75241	PLAUR	IMAGE:22790				
18115		Hs.1270	Glucokinase (hexokinase 4, maturity onset diabetes of the young 2)			771147	R17537	GCK	IMAGE:30981				
18116		Hs.520046	G-protein signalling modulator 3 (AGS3-like, C. elegans)			830312	R59617	GPSM3	IMAGE:42119				
18117		Hs.166556	CD37 antigen			809855	R47829	CD37	IMAGE:152762				
18118		Hs.326035	Early growth response 1			897547	H27557	EGR1	IMAGE:162772				
18119		Hs.131226	BCL2/adenovirus E1B 19kDa interacting protein 3-like			959224	R91684	BNIP3L	IMAGE:196582				
18120		Hs.32417	Specifically androgen-regulated protein			1046608	H73549	SARG	IMAGE:214427				
18121				nz81b07.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1301845 3', mRNA sequence		2818302	AA767287		IMAGE:1301845				
18122				nw66d06.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1251563 3', mRNA sequence		2879198	AA809792		IMAGE:1251563				
18123				oa46f12.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1308047 3' similar to TR:Q99443 Q99443 MYC-ASSOCIATED ZINC-FINGER PROTEIN OF HUMAN ISLET. ;, mRNA sequence		2877990	AA808584		IMAGE:1308047				
18124				oa81b06.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1318643 3' similar to gb:X60036 MITOCHONDRIAL PHOSPHATE CARRIER PROTEIN PRECURSOR (HUMAN);, mRNA sequence		2880335	AA810724		IMAGE:1318643				
18125		Hs.534462	Hypothetical protein FLJ10213			2881720	AA812109	FLJ10213	IMAGE:1333840				
18126		Hs.40735	Frizzled homolog 3 (Drosophila)			2818644	AA767629	FZD3	IMAGE:1334555				
18127		Hs.370666	Forkhead box O1A (rhabdomyosarcoma)			2878752	AA809346	FOXO1A	IMAGE:1336736				
18128				ob77e12.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1337422 3' similar to gb:M27543 GUANINE NUCLEOTIDE-BINDING PROTEIN G(K), ALPHA SUBUNIT (HUMAN);, mRNA sequence		2881003	AA811392		IMAGE:1337422				
18129				oa21e10.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1305642 3', mRNA sequence		2767733	AA736499		IMAGE:1305642				
18130				oa22b05.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1305681 3', mRNA sequence		2767824	AA736590		IMAGE:1305681				
18131		Hs.206500	Cortactin			2768110	AA736876	CTTN	IMAGE:1305858				
18132				oa24a11.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1305884 3', mRNA sequence		2817403	AA766165		IMAGE:1305884				
18133		Hs.374613	Inositol 1,4,5-triphosphate receptor, type 1			2817148	AA765910	ITPR1	IMAGE:1306102				
18134		Hs.132499	Actin related protein 2/3 complex, subunit 5-like			2817204	AA765966	ARPC5L	IMAGE:1306126				
18135				oa28c12.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1306294 3' similar to gb:J03507 COMPLEMENT C7 PRECURSOR (HUMAN);, mRNA sequence		2817463	AA766225		IMAGE:1306294				
18136				oa28g10.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1306338 3', mRNA sequence		2817545	AA766307		IMAGE:1306338				
18137		Hs.189409	Formin binding protein 1			2819733	AA767152	FNBP1	IMAGE:1317150				
18138				oa66b04.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1317199 3' similar to contains L1.b2 L1 repetitive element ;, mRNA sequence		2819750	AA768442		IMAGE:1317199				
18139		Hs.122924	Transcribed locus			2819867	AA768559		IMAGE:1317327				
18140		Hs.120257	Transcribed locus			2819981	AA768673		IMAGE:1317369				
18141				oa69a07.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1317492 3' similar to contains Alu repetitive element;contains element PTR7 repetitive element ;, mRNA sequence		2819927	AA768619		IMAGE:1317492				
18142				oa69c10.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1317522 3', mRNA sequence		2819945	AA768637		IMAGE:1317522				
18143		Hs.518055	Leucine-rich repeats and immunoglobulin-like domains 1			2820303	AA769065	LRIG1	IMAGE:1317977				
18144		Hs.1311	CD1C antigen, c polypeptide			2820342	AA769104	CD1C	IMAGE:1318042				
18145		Hs.476399	Hypothetical protein LOC285331			2877791	AA808385	LOC285331	IMAGE:1319529				
18146		Hs.464217	Phosphatidylglycerophosphate synthase			2818592	AA767577	PGS1	IMAGE:1319613				
18147		Hs.40289	Homo sapiens, clone IMAGE:5267398, mRNA			2879300	AA809894		IMAGE:1319772				
18148				oa93g06.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1319866 3' similar to gb:X74301_cds1 MHC CLASS II TRANSACTIVATOR CIITA (HUMAN);, mRNA sequence		2879334	AA809928		IMAGE:1319866				
18149		Hs.404000	Hypothetical protein FLJ30655			2884326	AA814730	FLJ30655	IMAGE:1320316				
18150		Hs.484678	TBC1 domain family, member 7			2884349	AA814753	TBC1D7	IMAGE:1320356				
18151		Hs.224616	ER degradation enhancer, mannosidase alpha-like 1			2877896	AA808490	EDEM1	IMAGE:1333565				
18152		Hs.405538	Similar to KIAA1680 protein			2878076	AA808670	MGC48628	IMAGE:1333667				
18153				ny12e02.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1271546 3', mRNA sequence		2789384	AA749426		IMAGE:1271546				
18154		Hs.506309	Early endosome antigen 1, 162kD			2809975	AA761045	EEA1	IMAGE:1271611				
18155				ny15e12.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1271854 3' similar to contains CER.t1 CER repetitive element ;, mRNA sequence		2782484	AA742978		IMAGE:1271854				
18156		Hs.105633	Lines homolog 1 (Drosophila)			2782573	AA743067	WINS1	IMAGE:1271915				
18157				ny17f03.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1272029 3', mRNA sequence		2782701	AA743195		IMAGE:1272029				
18158		Hs.191616	Hypothetical protein MGC3040			2782851	AA743345	MGC3040	IMAGE:1272073				
18159		Hs.518611	TBC1 domain family, member 14			2782952	AA743446	TBC1D14	IMAGE:1272188				
18160				ny20a04.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1272270 3', mRNA sequence		2782494	AA742988		IMAGE:1272270				
18161		Hs.511419	LOC442619			2727312	AA715038		IMAGE:1269898				
18162		Hs.194554	Vesicle transport through interaction with t-SNAREs homolog 1A (yeast)			2727382	AA715108	VTI1A	IMAGE:1269958				
18163		Hs.98902	Hypothetical LOC389252			2787787	AA747829		IMAGE:1270165				
18164				nx97d11.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1270197 3' similar to TR:Q15755 Q15755 ENX-1. [1] ;, mRNA sequence		2787802	AA747844		IMAGE:1270197				
18165		Hs.440384	Hypothetical protein LOC285989			2788014	AA748056	LOC285989	IMAGE:1270290				
18166		Hs.500082	Fucosyltransferase 11 (alpha (1,3) fucosyltransferase)			2788148	AA748190	FUT11	IMAGE:1270319				
18167				ny01b04.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1270447 3' similar to contains L1.b3 L1 repetitive element ;, mRNA sequence		2788386	AA748428		IMAGE:1270447				
18168				ny01h03.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1270517 3', mRNA sequence		2788452	AA748494		IMAGE:1270517				
18169		Hs.462323	Nuclear receptor co-repressor 1			2241243	AA505083	NCOR1	IMAGE:825671				
18170		Hs.459106	Ornithine decarboxylase antizyme inhibitor			1792108	AA196517	OAZIN	IMAGE:645913				
18171		Hs.83753	Small nuclear ribonucleoprotein polypeptides B and B1			1921135	AA279661	SNRPB	IMAGE:704414				
18172	RNA binding motif protein 12	Hs.246413	RNA binding motif protein 12			2210586	AA481034	RBM12	IMAGE:814637				
18173		Hs.161181	PRP18 pre-mRNA processing factor 18 homolog (yeast)			3049487	AA910197	PRPF18	IMAGE:1493557				
18174		Hs.46523	ELK3, ETS-domain protein (SRF accessory protein 2)			3051840	AA912448	ELK3	IMAGE:1550776				
18175		Hs.445534	Period homolog 1 (Drosophila)			3151222	AA975430	PER1	IMAGE:1587710				
18176		Hs.369089	Collagen, type IV, alpha 5 (Alport syndrome)			3117401	AA953254	COL4A5	IMAGE:1592039				
