^Annotation
!Annotation_date = 05/18/2005 22:13:42
!Annotation_platform = GPL1223
!Annotation_platform_title =Arcturus 22k human oligonucleotide microarray
!Annotation_platform_organism = Homo sapiens
#ID =  Platform reference identifier
#Gene = Description field extracted from Entrez Gene
#Unigene = Cluster ID extracted from Entrez UniGene
#UniGene title = UniGene title extracted from Entrez UniGene
#Nucleotide = Title extracted from Entrez Nucleotide
#Protein = Title extracted from Entrez Protein
#GI = GenBank identifier(s)
#GenBank Accession = GenBank accession(s)
#Gene symbol = Gene name field extracted from Entrez Gene
#Platform_CLONEID = CLONE_ID column from GEO Platform data table
#Platform_ORF = ORF column from GEO Platform data table
#Platform_SPOTID = SPOT_ID column from GEO Platform data table
#Platform_SPACC = SP_ACC column from GEO Platform data table
#Platform_PTACC = PT_ACC column from GEO Platform data table
ID	Gene	Unigene	UniGene title	Nucleotide	Protein	GI	GenBank Accession	Gene symbol	Platform_CLONEID	Platform_ORF	Platform_SPOTID	Platform_SPACC	Platform_PTACC
8550	WW domain containing oxidoreductase	Hs.549163	WW domain containing oxidoreductase			6729682	AF211943	WWOX					
16180				zt64f03.s1 Soares_testis_NHT Homo sapiens cDNA clone IMAGE:727133 3', mRNA sequence		2051915	AA398756						
10398		Hs.517228	T-cell lymphoma invasion and metastasis 1			6991221	AW450445	TIAM1					
7531	alcohol dehydrogenase 5 (class III), chi polypeptide	Hs.78989	Alcohol dehydrogenase 5 (class III), chi polypeptide			15779215	BC014665	ADH5					
8055	G-protein signalling modulator 2 (AGS3-like, C. elegans)	Hs.489353	G-protein signalling modulator 2 (AGS3-like, C. elegans)			34222312	NM_013296	GPSM2					
5239	poly(rC) binding protein 4	Hs.20930	Poly(rC) binding protein 4			9931473	AF257770	PCBP4					
6984		Hs.137183	Down syndrome cell adhesion molecule like 1			5863474	AW014717	DSCAML1					
17419		Hs.276795	Homo sapiens, clone IMAGE:5204729, mRNA			4266076	AI420145						
14520	solute carrier family 4, sodium bicarbonate cotransporter, member 9	Hs.546451	Solute carrier family 4, sodium bicarbonate cotransporter, member 9			13249294	AF336237	SLC4A9					
20094	UDP glycosyltransferase 2 family, polypeptide B4	Hs.285887	UDP glycosyltransferase 2 family, polypeptide B4			3153831	AF064200	UGT2B4					
5831		Hs.147361	Glutamate receptor, metabotropic 5			3753790	AI201184	GRM5					
13740		Hs.511265	Sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D			822029	R44165	SEMA6D					
12560		Hs.516656	Ephrin-A3			5527472	AI863365	EFNA3					
20018							AJ420499						
5700	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta	Hs.9731	Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta			15930191	BC015528	NFKBIB					
9568		Hs.370995	Paraoxonase 1			3003863	AA888188	PON1					
12314		Hs.398636	Hemoglobin, alpha 2			648407	T40815	HBA2					
8729				UI-H-BI1-abx-a-01-0-UI.s1 NCI_CGAP_Sub3 Homo sapiens cDNA clone IMAGE:2713225 3', mRNA sequence		6142818	AW138500						
12629		Hs.481569	Hypothetical protein LOC134145			7020916	AK000674	LOC134145					
7701		Hs.97845	Zinc finger protein 131 (clone pHZ-10)			6505556	AW206082	ZNF131					
12711	hypothetical protein MGC21518	Hs.353163	Hypothetical protein MGC21518			15929886	BC015365	MGC21518					
10321											agilent control, negative		
876		Hs.491767	V-yes-1 Yamaguchi sarcoma viral related oncogene homolog			11594650	BF511352	LYN					
10782		Hs.97396	Transcribed locus			2953701	AA861561						
21215	hypothetical protein FLJ13501					10435534	AK023563	FLJ13501					
7041	myelin protein zero (Charcot-Marie-Tooth neuropathy 1B)	Hs.93883	Myelin protein zero (Charcot-Marie-Tooth neuropathy 1B)			38197268	BC006491	MPZ					
5348		Hs.308710	KIAA1718 protein			9793534	BE551842	KIAA1718					
1484	protein tyrosine phosphatase, receptor-type, Z polypeptide 1	Hs.489824	Protein tyrosine phosphatase, receptor-type, Z polypeptide 1			190743	M93426	PTPRZ1					
2468	chromosome 21 open reading frame 55	Hs.458308	Chromosome 21 open reading frame 55			7020576	AK000468	C21orf55					
20817	KIAA0913	Hs.65135	KIAA0913			6599256	AL133662	KIAA0913					
776	hypothetical protein FLJ90586	Hs.17558	Hypothetical protein FLJ90586			16876875	BC016719	FLJ90586					
10926	chromosome 6 open reading frame 48	Hs.109798	Chromosome 6 open reading frame 48			12653834	BC000706	C6orf48					
6029		Hs.402752	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa			10433315	AK022003	TAF15					
746				UI-H-BI4-aou-h-05-0-UI.s1 NCI_CGAP_Sub8 Homo sapiens cDNA clone IMAGE:3086432 3', mRNA sequence		11592431	BF509133						
16376	dual specificity phosphatase 26 (putative)	Hs.8719	Dual specificity phosphatase 26 (putative)			12804418	BC001613	DUSP26					
13316		Hs.529729	Hypothetical LOC401464			3677801	AI149332						
14253		Hs.35101	Proline rich Gla (G-carboxyglutamic acid) 2			5231597	AI765088	PRRG2					
10737		Hs.387856	KIAA1043 protein			6102935	AL122113	KIAA1043					
2832		Hs.518469	Hypothetical protein FLJ10560			4305618	AI431786	FLJ10560					
8633		Hs.161429	Hypothetical protein FLJ13273			2963745	AA868300	FLJ13273					
21011	KIAA1737	Hs.22452	KIAA1737			10437101	AK024737	KIAA1737					
2165	XIAP associated factor-1	Hs.441975	XIAP associated factor-1			40288190	NM_017523	HSXIAPAF1					
12119		Hs.282678	Thyroid hormone receptor associated protein 1			7106831	AF151055	THRAP1					
4416	chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)	Hs.789	Chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)			15080461	BC011976	CXCL1					
11994		Hs.308045	Barren homolog (Drosophila)			11598479	BF513300	BRRN1					
3795	ropporin, rhophilin associated protein 1	Hs.458304	Ropporin, rhophilin associated protein 1			6599263	AL133624	ROPN1					
7801		Hs.270083	FLJ34870 protein			11450340	BF437829	FLJ34870					
15408		Hs.442378	Cysteine dioxygenase, type I			3742829	AI191620	CDO1					
4313	capping protein (actin filament) muscle Z-line, alpha 2	Hs.446123	Capping protein (actin filament) muscle Z-line, alpha 2			433307	U03851	CAPZA2					
8944	hairless homolog (mouse)	Hs.272367	Hairless homolog (mouse)			20149786	AF039196	HR					
3020		Hs.117853	Hypothetical protein MGC40489			10701031	BF000756	MGC40489					
8215	zinc finger protein 503	Hs.195710	Zinc finger protein 503			33870187	BC013011	ZNF503					
816		Hs.201641	Brain abundant, membrane attached signal protein 1			6702953	AW296317	BASP1					
16883	sulfotransferase family, cytosolic, 1B, member 1	Hs.129742	Sulfotransferase family, cytosolic, 1B, member 1			15012000	BC010895	SULT1B1					
224		Hs.364233	Similar to centaurin, gamma-like family, member 1; ARF GTPase-activating protein; Em:AC012044.1			6704820	AW298184						
1283	pancreatic lipase	Hs.501135	Pancreatic lipase			34783194	BC014309	PNLIP					
14838				wr27a04.x1 NCI_CGAP_Pr28 Homo sapiens cDNA clone IMAGE:2488878 3', mRNA sequence		5768071	AI971245						
2695	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	Hs.529488	Solute carrier family 6 (neurotransmitter transporter, taurine), member 6			33873465	BC006252	SLC6A6					
15814		Hs.145049	Pleckstrin homology domain containing, family M (with RUN domain) member 2			1921421	AA279956	PLEKHM2					
2502	jun B proto-oncogene	Hs.25292	Jun B proto-oncogene			13279019	BC004250	JUNB					
6088	Dbf4-related factor 1	Hs.369998	Dbf4-related factor 1			16740565	BC016158	DRF1					
15886	megalencephalic leukoencephalopathy with subcortical cysts 1	Hs.517729	Megalencephalic leukoencephalopathy with subcortical cysts 1			14714747	BC010518	MLC1					
4365		Hs.125715	Muscleblind-like 2 (Drosophila)			13507306	AF339768	MBNL2					
7731	hypothetical protein MGC40222	Hs.173337	Hypothetical protein MGC40222			16741742	BC016666	MGC40222					
1087	lectin, galactoside-binding, soluble, 13 (galectin 13)	Hs.23671	Lectin, galactoside-binding, soluble, 13 (galectin 13)			15982554	AY055826	LGALS13					
18522		Hs.369271	Solute carrier family 12 (sodium/chloride transporters), member 3			6658636	AW271606	SLC12A3					
6936	diacylglycerol O-acyltransferase homolog 2 (mouse)	Hs.334305	Diacylglycerol O-acyltransferase homolog 2 (mouse)			22506630	AB048286	DGAT2					
22360											agilent control, negative		
13771	SREBP cleavage-activating protein	Hs.531789	SREBP cleavage-activating protein			20521843	D83782	SCAP					
4048		Hs.548699	Transcribed locus, strongly similar to XP_529921.1 LOC455192 [Pan troglodytes]			4988274	AI700363						
13362	enhancer of rudimentary homolog (Drosophila)	Hs.509791	Enhancer of rudimentary homolog (Drosophila)			4758301	NM_004450	ERH					
8469	ring finger protein 13	Hs.12333	Ring finger protein 13			14602578	BC009803	RNF13					
7762	dopamine beta-hydroxylase (dopamine beta-monooxygenase)	Hs.223858	Dopamine beta-hydroxylase (dopamine beta-monooxygenase)			37588914	BC017174	DBH					
21605	MAD1 mitotic arrest deficient-like 1 (yeast)	Hs.209128	MAD1 mitotic arrest deficient-like 1 (yeast)			33872172	BC009964	MAD1L1					
16700		Hs.110783	HBV pre-s2 binding protein 1			5766585	AI969767	SBP1					
5916	chromosome 22 open reading frame 5	Hs.182626	Chromosome 22 open reading frame 5			15930089	BC015489	C22orf5					
18190	hypothetical protein MGC2654	Hs.306380	Hypothetical protein MGC2654			12804910	BC001908	MGC2654					
17713	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	Hs.516578	Tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)			4103170	AF021834	TFPI					
6787		Hs.335163	KIAA1102 protein			10439759	AK026815	KIAA1102					
22466											agilent control, positive		
19121	transglutaminase 1 (K polypeptide epidermal type I, protein-glutamine-gamma-glutamyltransferase)	Hs.508950	Transglutaminase 1 (K polypeptide epidermal type I, protein-glutamine-gamma-glutamyltransferase)			339603	M62925	TGM1					
7735		Hs.434152	Hypothetical protein FLJ37794			2929751	AA843233	FLJ37794					
13664		Hs.130086	Chromosome 9 open reading frame 52			2214644	AA485425	C9orf52					
12817	protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform (calcineurin A alpha)	Hs.435512	Protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform (calcineurin A alpha)			7669991	AL353950	PPP3CA					
1119	high mobility group AT-hook 1	Hs.518805	High mobility group AT-hook 1			33871742	BC008832	HMGA1					
22028		Hs.403972	CDNA clone IMAGE:6254031			7632567	AW732240						
5730	chromosome 10 open reading frame 92	Hs.501570	Chromosome 10 open reading frame 92			6102932	AL122111	C10orf92					
10463		Hs.16064	Membrane associated guanylate kinase interacting protein-like 1			5540183	AI867149	MAGI1					
16172	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1	Hs.512575	Killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1			1217708	L76661	KIR3DL1					
5430	annexin A7	Hs.386434	Annexin A7			38114822	BC002632	ANXA7					
14669	similar to RIKEN cDNA 1200014N16 gene	Hs.512833	Similar to RIKEN cDNA 1200014N16 gene			39645043	BC008842	MGC14289					
18211		Hs.507798	Lipoma HMGIC fusion partner			11007858	AU146337	LHFP					
568	linker for activation of T cells family, member 2	Hs.56607	Williams-Beuren syndrome chromosome region 5			12804412	BC001609	LAT2					
5669	eosinophil chemotactic cytokine	Hs.128814	Eosinophil chemotactic cytokine			12597292	AF290004	CHIA					
3283		Hs.502777	DKFZP564J0863 protein			6990375	AW449519	DKFZP564J0863					
21149		Hs.121443	Homeodomain-only protein			10435774	AK023748	HOP					
18922		Hs.156727	Ankylosis, progressive homolog (mouse)			5445306	AI824635	ANKH					
6195	microfibrillar-associated protein 2	Hs.389137	Microfibrillar-associated protein 2			15929172	BC015039	MFAP2					
13978	hypothetical protein MGC15613					14043201	BC007589	MGC15613					
6355		Hs.519693	Glutamate receptor, ionotropic, AMPA 1			4111758	AI360137	GRIA1					
16576				7b57f09.x1 NCI_CGAP_Lu24 Homo sapiens cDNA clone IMAGE:3232361 3', mRNA sequence		9792395	BE550703						
7581		Hs.518674	Hypothetical protein FLJ20280			16553443	AK057678	FLJ20280					
7001	lipocalin 7	Hs.199368	Lipocalin 7			11275666	AF205436	LCN7					
19221	exosome component 10	Hs.321234	Exosome component 10			35554	X66113	EXOSC10					
19024	nescient helix loop helix 1	Hs.30956	Nescient helix loop helix 1			189295	M96739	NHLH1					
17033	protein tyrosine phosphatase, receptor type, F					10435809	AK023775	PTPRF					
10304		Hs.370661	Phosphodiesterase 5A, cGMP-specific			5905197	AW044668	PDE5A					
14869	solute carrier family 38, member 6	Hs.200738	Solute carrier family 38, member 6			3387950	AF070578	SLC38A6					
9040	phospholipase D3	Hs.257008	Phospholipase D3			7110640	NM_012268	PLD3					
6719	protein tyrosine phosphatase type IVA, member 1					62865860	NM_003463	PTP4A1					
4088		Hs.410977	SID1 transmembrane family, member 2			4391834	AI499852	SIDT2					
7914	nucleolar protein 4	Hs.546322	Nucleolar protein 4			3892915	AB017800	NOL4					
17090	ZW10 interactor	Hs.42650	ZW10 interactor			53729317	NM_032997	ZWINT					
19551		Hs.444157	Periphilin 1			825121	R49590	PPHLN1					
21040		Hs.434951	Ubiquitin specific protease 15			10435445	AK023496	USP15					
3243		Hs.1973	Cyclin F			2904690	AA831591	CCNF					
16758	tumor necrosis factor receptor superfamily, member 4	Hs.129780	Tumor necrosis factor receptor superfamily, member 4			23312366	NM_003327	TNFRSF4					
11628	zinc finger protein 434	Hs.123295	Zinc finger protein 434			33877252	BC002859	ZNF434					
19824	granulysin	Hs.105806	Granulysin			35064	X54101	GNLY					
15109		Hs.152311	Transcribed locus			2252130	AA513718						
11224	hypothetical protein MGC11266	Hs.546428	Hypothetical protein MGC11266			12804034	BC002870	MGC11266					
17322		Hs.26814	Tularik gene 1			7149848	AW511770	T1					
10006		Hs.445652	Transformer-2 alpha			9881898	AV660884	TRA2A					
8666	H2A histone family, member J	Hs.524280	H2A histone family, member J			6599267	AL133626	H2AFJ					
4516											agilent control, positive		
10804		Hs.547710	Transcribed locus			2010604	AA358265						
3859	cytochrome c oxidase subunit VIIb	Hs.522699	Cytochrome c oxidase subunit VIIb			17390908	BC018386	COX7B					
10148	aldehyde dehydrogenase 9 family, member A1	Hs.2533	Aldehyde dehydrogenase 9 family, member A1			1049218	U34252	ALDH9A1					
13597		Hs.436667	Pregnancy upregulated non-ubiquitously expressed CaM kinase			12708124	BG222603	PNCK					
21366				Homo sapiens activating signal cointegrator 1 mRNA, complete cds		6013190	AF168418						
17185		Hs.91662	KIAA0888 protein			817112	R42245	KIAA0888					
2784	deltex 4 homolog (Drosophila)	Hs.523696	Deltex 4 homolog (Drosophila)			33874575	BC015592	DTX4					
9444	mannosidase, beta A, lysosomal	Hs.480415	Mannosidase, beta A, lysosomal			16041730	BC015743	MANBA					
6774	spermidine/spermine N1-acetyltransferase 2	Hs.10846	Spermidine/spermine N1-acetyltransferase 2			33877800	BC011751	SAT2					
3719	adenylate kinase 7	Hs.510373	Adenylate kinase 7			16553125	AK057426	AK7					
15737	LIM domain only 4	Hs.436792	LIM domain only 4			7108354	NM_006769	LMO4					
13929		Hs.447968	Gap junction protein, alpha 5, 40kDa (connexin 40)			3740555	AI189346	GJA5					
7662	tumor necrosis factor (ligand) superfamily, member 10	Hs.478275	Tumor necrosis factor (ligand) superfamily, member 10			23510439	NM_003810	TNFSF10					
22193							X89102						
17481				xs78f06.x1 NCI_CGAP_Lu26 Homo sapiens cDNA clone IMAGE:2775779 3' similar to contains Alu repetitive element;contains element MER5 repetitive element ;, mRNA sequence		6711231	AW301554						
17823	chromosome 20 open reading frame 30	Hs.472024	Chromosome 20 open reading frame 30			14602518	BC009769	C20orf30					
16271		Hs.405444	Transcribed locus, weakly similar to XP_331555.1 Neurospora crassa NCU09163.1 gene			6138630	AW135084						
6444	cysteine and glycine-rich protein 3 (cardiac LIM protein)	Hs.83577	Cysteine and glycine-rich protein 3 (cardiac LIM protein)			34782933	BC005900	CSRP3					
7067	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit	Hs.516032	Hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit			34783002	BC009235	HADHA					
6340	ribosomal protein S7	Hs.546287	Ribosomal protein S7			15431308	NM_001011	RPS7					
5925	ribophorin I	Hs.518244	Ribophorin I			14789967	BC010839	RPN1					
4039		Hs.187018	CDNA clone IMAGE:5266242, partial cds			1897827	AA262467						
19212	monooxygenase, DBH-like 1	Hs.6909	Monooxygenase, DBH-like 1			5262461	AL080058	MOXD1					
19152	arrestin domain containing 3	Hs.24684	Arrestin domain containing 3			34193993	BC015928	ARRDC3					
17532	nucleolar protein 7, 27kDa	Hs.549161	Nucleolar protein 7, 27kDa			15706246	AF172066	NOL7					
5869		Hs.62185	Solute carrier family 9 (sodium/hydrogen exchanger), isoform 6			15331974	BI492630	SLC9A6					
785				yv31e10.s1 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGE:244362 3', mRNA sequence		1193990	N52824						
7797	growth differentiation factor 10	Hs.2171	Growth differentiation factor 10			11641417	NM_004962	GDF10					
8936		Hs.59106	Cell growth regulator with ring finger domain 1			3250223	AI032011	CGRRF1					
1958		Hs.30567	Homo sapiens, clone IMAGE:4346533, mRNA			3213507	AI003997						
17901	chromosome 18 open reading frame 45	Hs.137562	Chromosome 18 open reading frame 45			33988843	BC006280	C18orf45					
4947	adlican	Hs.369422	Adlican			9280404	AF245505	DKFZp564I1922					
22251		Hs.130491	Mitogen-activated protein kinase kinase kinase kinase 5			15331661	BI492317	MAP4K5					
1431	hypothetical protein FLJ11046	Hs.477003	Hypothetical protein FLJ11046			16307361	BC010221	FLJ11046					
21207	glioma tumor suppressor candidate region gene 2	Hs.421907	Glioma tumor suppressor candidate region gene 2			40225739	BC010095	GLTSCR2					
8179		Hs.550532	Microcephaly, primary autosomal recessive 1			6990717	AW449941	MCPH1					
9709				UI-H-BI4-aoj-e-05-0-UI.s1 NCI_CGAP_Sub8 Homo sapiens cDNA clone IMAGE:3085137 3', mRNA sequence		11594586	BF511288						
12370	SAR1a gene homolog 1 (S. cerevisiae)	Hs.499960	SAR1a gene homolog 1 (S. cerevisiae)			10445220	AY008268	SARA1					
7180	zinc finger, MYM domain containing 1	Hs.471243	Zinc finger, MYM domain containing 1			10439743	AK026804	ZMYM1					
1741	hypothetical protein A-211C6.1	Hs.185489	Hypothetical protein A-211C6.1			16877574	BC017039	LOC57149					
21540	FERM domain containing 4B	Hs.371681	FERM domain containing 4B			7020196	AK000244	FRMD4B					
2810				np75a07.s1 NCI_CGAP_Br2 Homo sapiens cDNA clone IMAGE:1132116 3', mRNA sequence		2555684	AA632270						
18360				xc29g02.x1 NCI_CGAP_Co18 Homo sapiens cDNA clone IMAGE:2585714 3', mRNA sequence		6036292	AW081140						
11726	EF hand domain family, member D2	Hs.465374	EF hand domain family, member D2			34782922	BC014923	EFHD2					
11741				7d69d08.x1 NCI_CGAP_Lu24 Homo sapiens cDNA clone IMAGE:3278223 3', mRNA sequence		10034305	BE673764						
11540	nuclear protein UKp68	Hs.325846	Nuclear protein UKp68			8655703	AL359625	FLJ11806					
5779	chemokine (C-C motif) receptor 3					1480480	U51241	CCR3					
894	retinol dehydrogenase 13 (all-trans and 9-cis)	Hs.327631	Retinol dehydrogenase 13 (all-trans and 9-cis)			33872511	BC009881	RDH13					
9886	phosducin-like	Hs.9302	Phosducin-like			10437410	AK024980	PDCL					
20729		Hs.438549	Chromosome 21 open reading frame 100			9970607	BE646296	C21orf100					
12578	serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 10	Hs.158339	Serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 10			4826901	NM_005024	SERPINB10					
12702		Hs.24510	Hypothetical protein FLJ23657			4329833	AI476788	FLJ23657					
7695		Hs.115903	Mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase			10435896	AK023838	MGAT5					
16792		Hs.22380	Full length insert cDNA clone ZD79H10			16537477	BM023121						
12063		Hs.12056	Asialoglycoprotein receptor 1			873971	H09149	ASGR1					
11828				imageqc_6_2000/sjp174bdff41.x1 NCI_CGAP_Pr28 Homo sapiens cDNA clone IMAGE:3648575 3', mRNA sequence		16951136	BM083505						
181											agilent control, positive		
8674		Hs.523036	PQ loop repeat containing 2			2882895	AA812831	PQLC2					
7595	zinc finger protein 45	Hs.381285	Zinc finger protein 45			1480436	L75847	ZNF45					
794	TP53 regulating kinase	Hs.440263	TP53 regulating kinase			14714957	BC010637	TP53RK					
18881				Homo sapiens cDNA: FLJ23111 fis, clone LNG07835		10439690	AK026764						
16948	laminin, gamma 3	Hs.201805	Laminin, gamma 3			6599197	AL133595	LAMC3					
15604		Hs.152812	Transcribed locus			2251508	AA513096						
20227	MADS box transcription enhancer factor 2, polypeptide D (myocyte enhancer factor 2D)	Hs.314327	MADS box transcription enhancer factor 2, polypeptide D (myocyte enhancer factor 2D)			10440246	AK027180	MEF2D					
15266											agilent control, negative		
9740	translation factor sui1 homolog	Hs.315230	Translation factor sui1 homolog			8778051	AF263452	GC20					
16149		Hs.268785	Acyl-CoA synthetase long-chain family member 4			16549212	AK054631	ACSL4					
16232	POU domain, class 2, transcription factor 2	Hs.515429	POU domain, class 2, transcription factor 2			13543912	BC006101	POU2F2					
16910	pyridoxal (pyridoxine, vitamin B6) kinase	Hs.284491	Pyridoxal (pyridoxine, vitamin B6) kinase			7328014	AL161960	PDXK					
479	transcription factor Dp family, member 3	Hs.142908	Transcription factor Dp family, member 3			20503272	AF219119	TFDP3					
12044		Hs.512690	Surfactant, pulmonary-associated protein B			4087422	AI350216	SFTPB					
18600	cystatin 8 (cystatin-related epididymal specific)	Hs.121602	Cystatin 8 (cystatin-related epididymal specific)			3088552	AF059244	CST8					
16085		Hs.541901	Transcribed locus			4266796	AI420865						
1440		Hs.76530	Coagulation factor II (thrombin)			761664	R09741	F2					
21627				tr60f05.x2 NCI_CGAP_Pan1 Homo sapiens cDNA clone IMAGE:2222721 3' similar to SW:COPE_BOVIN Q28104 COATOMER EPSILON SUBUNIT ;, mRNA sequence		4524951	AI566499						
9377		Hs.293593	Rho GTPase activating protein 26			5593676	AI888512	ARHGAP26					
12253	Down syndrome critical region gene 8	Hs.192371	Down syndrome critical region gene 8			14029395	AF321193	DSCR8					
6251				zv41h03.s1 Soares ovary tumor NbHOT Homo sapiens cDNA clone IMAGE:756245 3' similar to contains element MER1 repetitive element ;, mRNA sequence		2208220	AA480069						
14999		Hs.443723	GrpE-like 1, mitochondrial (E. coli)			4153578	AI373712	GRPEL1					
15966		Hs.436456	Receptor tyrosine kinase-like orphan receptor 1			875489	H10667	ROR1					
1373	pro-oncosis receptor inducing membrane injury gene	Hs.503709	Pro-oncosis receptor inducing membrane injury gene			5817121	AL110202	PORIMIN					
3195	myotubularin related protein 7	Hs.549083	Myotubularin related protein 7			3882997	AF073482	MTMR7					
19733	LIM and cysteine-rich domains 1	Hs.475353	LIM and cysteine-rich domains 1			14277673	NM_014583	LMCD1					
2651		Hs.434993	Ras-associated protein Rap1			5911976	AL117490	RBJ					
14727	homeo box A4	Hs.77637	Homeo box A4			184288	M74297	HOXA4					
19011		Hs.424711	Hypothetical protein FLJ22313			5913673	AW051403	FLJ22313					
8927	maltase-glucoamylase (alpha-glucosidase)	Hs.122785	Maltase-glucoamylase (alpha-glucosidase)			17648143	AF016833	MGAM					
19740	aminomethyltransferase (glycine cleavage system protein T)	Hs.102	Aminomethyltransferase (glycine cleavage system protein T)			14043120	BC007546	AMT					
17586	biphenyl hydrolase-like (serine hydrolase; breast epithelial mucin-associated antigen)	Hs.10136	Biphenyl hydrolase-like (serine hydrolase; breast epithelial mucin-associated antigen)			4757861	NM_004332	BPHL					
641	neural proliferation, differentiation and control, 1	Hs.105547	Neural proliferation, differentiation and control, 1			13469764	AF285836	NPDC1					
10746		Hs.162996	Dymeclin			2675255	AA688349	DYM					
15526	keratin, hair, acidic, 8					3724117	Y16794	KRTHA8					
3383	family with sequence similarity 11, member A	Hs.522172	Family with sequence similarity 11, member A			13785927	AF353675	FAM11A					
11182		Hs.196956	Paired-like homeobox protein OTEX			4682840	AI631510	OTEX					
16371		Hs.163424	NOL1/NOP2/Sun domain family, member 4			4486939	AI554576	NSUN4					
9515	solute carrier family 30 (zinc transporter), member 5	Hs.482363	Solute carrier family 30 (zinc transporter), member 5			16924302	BC017441	SLC30A5					
15535	insulin receptor	Hs.465744	Insulin receptor			186439	M10051	INSR					
1816	growth arrest and DNA-damage-inducible, gamma interacting protein 1	Hs.515164	Growth arrest and DNA-damage-inducible, gamma interacting protein 1			13436304	BC004944	GADD45GIP1					
11427	hypothetical protein MGC4655	Hs.549216	Hypothetical protein MGC4655			15082567	BC012191	MGC4655					
5635		Hs.467236	Zinc finger protein 160			6044872	AW089035	ZNF160					
9589	hypothetical protein MGC15730	Hs.212511	Hypothetical protein MGC15730			14043255	BC007618	MGC15730					
20641											agilent control, negative		
6313	microphthalmia-associated transcription factor	Hs.166017	Microphthalmia-associated transcription factor			5817112	AL110195	MITF					
3292	target of EGR1, member 1 (nuclear)	Hs.288198	Target of EGR1, member 1 (nuclear)			39644627	BC009364	TOE1					
6630	expressed in T-cells and eosinophils in atopic dermatitis	Hs.484242	Expressed in T-cells and eosinophils in atopic dermatitis			40225511	BC014001	ETEA					
9315	crystallin, alpha B	Hs.408767	Crystallin, alpha B			13937812	BC007008	CRYAB					
13849	parvin, beta	Hs.475074	Parvin, beta			11036535	AF237769	PARVB					
21393		Hs.398178	Chromosome 4 open reading frame 9			6991469	AW450693	C4orf9					
3460	toll-like receptor 3	Hs.29499	Toll-like receptor 3			19718735	NM_003265	TLR3					
20129		Hs.483136	COMM domain containing 10			2434491	AA600866	COMMD10					
6246	potassium voltage-gated channel, Shal-related subfamily, member 2	Hs.21703	Potassium voltage-gated channel, Shal-related subfamily, member 2			5689424	AB028967	KCND2					
2555		Hs.500736	CDNA clone IMAGE:3618863, partial cds			2214495	AA485276						
19944	palmitoyl-protein thioesterase 1 (ceroid-lipofuscinosis, neuronal 1, infantile)	Hs.3873	Palmitoyl-protein thioesterase 1 (ceroid-lipofuscinosis, neuronal 1, infantile)			14250053	BC008426	PPT1					
4838		Hs.512612	Phosphorylase kinase, gamma 1 (muscle)			6568146	AW235757	PHKG1					
3109				Homo sapiens cDNA clone IMAGE:4690793, with apparent retained intron		17389668	BC017857						
1302	CDK5 regulatory subunit associated protein 2	Hs.269560	CDK5 regulatory subunit associated protein 2			6456845	AL133161	CDK5RAP2					
19356	eukaryotic translation elongation factor 1 alpha 1					17066352	AJ420488	EEF1A1					
18659	aristaless-like homeobox 3	Hs.552566	Aristaless-like homeobox 3			4102042	AF008203	ALX3					
13529		Hs.406678	Acyl-CoA synthetase long-chain family member 1			6700810	AW294174	ACSL1					
4604		Hs.440899	Tweety homolog 3 (Drosophila)			5547801	AI873752	TTYH3					
12241	pleckstrin homology domain containing, family C (with FERM domain) member 1	Hs.509343	Pleckstrin homology domain containing, family C (with FERM domain) member 1			33878545	BC017327	PLEKHC1					
4212	occludin	Hs.482439	Occludin			9257230	NM_002538	OCLN					
4188	methyltransferase like 4	Hs.126888	Methyltransferase like 4			10439571	AK026670	METTL4					
12844				zj95b07.s1 Soares_fetal_liver_spleen_1NFLS_S1 Homo sapiens cDNA clone IMAGE:462613 3' similar to gb:M24902 PROSTATIC ACID PHOSPHATASE PRECURSOR (HUMAN);, mRNA sequence		2714887	AA704969						
