^Annotation
!Annotation_date = 05/18/2005 16:10:54
!Annotation_platform = GPL962
!Annotation_platform_title =CHUGAI 41K
!Annotation_platform_organism = Homo sapiens
#ID =  Platform reference identifier
#Gene = Description field extracted from Entrez Gene
#Unigene = Cluster ID extracted from Entrez UniGene
#UniGene title = UniGene title extracted from Entrez UniGene
#Nucleotide = Title extracted from Entrez Nucleotide
#Protein = Title extracted from Entrez Protein
#GI = GenBank identifier(s)
#GenBank Accession = GenBank accession(s)
#Gene symbol = Gene name field extracted from Entrez Gene
#Platform_CLONEID = CLONE_ID column from GEO Platform data table
#Platform_ORF = ORF column from GEO Platform data table
#Platform_SPOTID = SPOT_ID column from GEO Platform data table
#Platform_SPACC = SP_ACC column from GEO Platform data table
#Platform_PTACC = PT_ACC column from GEO Platform data table
ID	Gene	Unigene	UniGene title	Nucleotide	Protein	GI	GenBank Accession	Gene symbol	Platform_CLONEID	Platform_ORF	Platform_SPOTID	Platform_SPACC	Platform_PTACC
25479		Hs.531807	Rho GTPase activating protein 25			3872494	AI264291	ARHGAP25					
25480				qn04g04.x1 NCI_CGAP_Lu5 Homo sapiens cDNA clone IMAGE:1897302 3', mRNA sequence		3960608	AI301262						
25481		Hs.507680	Phosphonoformate immuno-associated protein 5			3887308	AI268141	PFAAP5					
25482		Hs.552727	Chromosome 19 open reading frame 29 opposite strand			4083254	AI346048	C19orf29OS					
25483		Hs.12114	Vanin 1			3162055	AA983530	VNN1					
25484		Hs.355820	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4			3133774	AA961610	CITED4					
25485		Hs.532277	Zinc finger protein 250			3280169	AI040975	ZNF250					
25486		Hs.1964	Solute carrier family 5 (sodium/glucose cotransporter), member 1			3413101	AI078794	SLC5A1					
25487		Hs.57692	Chromosome 6 open reading frame 10			3094432	AA936514	C6orf10					
25488		Hs.476291	RNA binding motif protein 15B			3099018	AA939105	RBM15B					
25489		Hs.1321	Coagulation factor XII (Hageman factor)			3424663	AI086240	F12					
25490		Hs.134989	Engrailed homolog 2			3433835	AI094859	EN2					
25491				ye86h03.s1 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGE:124661 3' similar to contains Alu repetitive element;, mRNA sequence		752137	R02401						
25492		Hs.130413	Transmembrane 9 superfamily member 2			3048794	AA909389	TM9SF2					
25493		Hs.128316	BAI1-associated protein 2			3148689	AA973509	BAIAP2					
25494		Hs.444075	Cbl-interacting protein Sts-1			3086724	AA932759	STS-1					
25495				oo86b04.s1 NCI_CGAP_Kid5 Homo sapiens cDNA clone IMAGE:1573039 3' similar to contains Alu repetitive element;, mRNA sequence		3145915	AA970402						
25496		Hs.355809	Similar to male-specific lethal 3-like 1 isoform a; drosophila MSL3-like 1			3146451	AA971161						
25497		Hs.126995	Homo sapiens, clone IMAGE:4340526, mRNA			3091597	AA934440						
25498		Hs.58373	Hypothetical protein LOC283951			3085519	AA931133	LOC283951					
25499		Hs.481569	Hypothetical protein LOC134145			3144965	AA969785	LOC134145					
25500		Hs.485915	Hypothetical protein PRO2266			3163478	AA984953	C6orf166					
25501		Hs.389457	T, brachyury homolog (mouse)			3191590	AI001036						
25502		Hs.542622	Transcribed locus			3229350	AI015014						
25503				ot38g12.s1 Soares_testis_NHT Homo sapiens cDNA clone IMAGE:1619110 3' similar to contains Alu repetitive element;, mRNA sequence		3202230	AI001759						
25504		Hs.351113	Developmental pluripotency associated 2			3180151	AA993606	DPPA2					
25505				os75e03.s1 NCI_CGAP_GC2 Homo sapiens cDNA clone IMAGE:1611196 3' similar to contains Alu repetitive element;contains element MER22 repetitive element ;, mRNA sequence		3228749	AI014368						
25506		Hs.162996	Dymeclin			3229748	AI015412	DYM					
25507		Hs.538659	Transcribed locus			3202251	AI001780						
25508				ot49c02.s1 Soares_testis_NHT Homo sapiens cDNA clone IMAGE:1620098 3', mRNA sequence		3179516	AA992971						
25509		Hs.131210	Transcribed locus			3232226	AI017890						
25510		Hs.371717	CDNA clone IMAGE:5744384, partial cds			3231448	AI017112						
25511		Hs.500449	Transcribed locus, weakly similar to XP_371074.2 putative ankyrin-repeat containing protein [Homo sapiens]			3180578	AA994033						
25512		Hs.542758	Transcribed locus			3162948	AA984423						
25513		Hs.97432	Protein kinase C, epsilon			3232322	AI017986	PRKCE					
25514		Hs.209995	Hypothetical LOC389773			3180468	AA993923						
25515		Hs.129564	Transcribed locus, strongly similar to XP_529967.1 LOC455479 [Pan troglodytes]			3232269	AI017933						
25516		Hs.505946	Glutamate receptor interacting protein 1			3163203	AA984678	GRIP1					
25517		Hs.374253	T-box 22			3232455	AI018657	TBX22					
25518				ov75d11.x1 Soares_testis_NHT Homo sapiens cDNA clone IMAGE:1643157 3', mRNA sequence		3241151	AI025538						
25519		Hs.202238	DKFZP434I116 protein			3239788	AI023382	DKFZP434I116					
25520		Hs.131903	Hypothetical protein MGC43690			3239342	AI021989	MGC43690					
25521		Hs.369646	Mucin 4, tracheobronchial			2946392	AA858090	MUC4					
25522		Hs.22047	Hypothetical gene supported by BC035379; BC042129			2955683	AA863204						
25523		Hs.471119	Bone morphogenetic protein receptor, type II (serine/threonine kinase)			3030846	AA894445	BMPR2					
25524		Hs.340636	GTP binding protein 5 (putative)			3110127	AA946732	GTPBP5					
25525		Hs.43899	Transmembrane protein 18			2946243	AA857941	TMEM18					
25526		Hs.549673	AF034176 Human mRNA (Tripodis and Ragoussis) Homo sapiens cDNA clone ntcon5 contig, mRNA sequence			2954869	AA862390						
25527		Hs.156981	Transcribed locus			2994286	AA885209						
25528		Hs.21554	KIAA1107 protein			2955950	AA863471	KIAA1107					
25529		Hs.480603	KIAA1627 protein			2958403	AA866127	KIAA1627					
25530		Hs.170479	Phospholipase A2, group VI (cytosolic, calcium-independent)			2968449	AA872271	PLA2G6					
25531		Hs.125934	Transcribed locus, weakly similar to XP_527549.1 similar to Sorting nexin 9 (SH3 and PX domain-containing protein 1) (SDP1 protein) [Pan troglodytes]			3015962	AA889083						
25532		Hs.137427	Interferon regulatory factor 8			2957417	AA865141	IRF8					
25533		Hs.288974	Threonyl-tRNA synthetase-like 1			2958843	AA864530	TARSL1					
25534		Hs.389104	RAB, member RAS oncogene family-like 5			2968501	AA872323	RABL5					
25535							AA975600.1						
25536		Hs.534375	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4			3173118	AA987754	B3GALT4					
25537		Hs.471785	NEDD8-conjugating enzyme			3178746	AA991864	NCE2					
25538		Hs.30323	Hypothetical protein MGC15634			3214833	AI005323	MGC15634					
25539		Hs.459366	Vacuolar protein sorting 33B (yeast)			3117791	AA953644	VPS33B					
25540							AA988920.1						
25541		Hs.549184	A disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 9			3202108	AI002071	ADAMTS9					
25542							AI014704.1						
25543		Hs.532669	Homeo box B4			3058639	AA918749	HOXB4					
25544		Hs.25669	Nuclear receptor coactivator 5			3057897	AA918007	NCOA5					
25545				ol91a03.s1 NCI_CGAP_Kid5 Homo sapiens cDNA clone IMAGE:1536940 3' similar to contains Alu repetitive element;, mRNA sequence		3090114	AA933846						
25546		Hs.368096	Hypothetical protein FLJ10157			3043086	AA907626	FLJ10157					
25547		Hs.104839	Tissue inhibitor of metalloproteinase 2			3057264	AA917374	TIMP2					
25548		Hs.105902	Transcribed locus			3057426	AA917536						
25549		Hs.81424	SMT3 suppressor of mif two 3 homolog 1 (yeast)			3055872	AA916480	SUMO1					
25550		Hs.516032	Hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit			1189883	N48717	HADHA					
25551		Hs.528673	Myotubularin related protein 9			1377126	W68256	MTMR9					
25552		Hs.403972	CDNA clone IMAGE:6254031			715585	T87233						
25553		Hs.355708	Hypothetical protein FLJ20507			2538385	AA625998	FLJ20507					
25554				yt01f08.s1 Soares retina N2b5HR Homo sapiens cDNA clone IMAGE:223047 3' similar to contains Alu repetitive element;contains TAR1 repetitive element ;, mRNA sequence		1068060	H86481						
25555		Hs.440414	Spastic paraplegia 20, spartin (Troyer syndrome)			1081726	H91296	SPG20					
25556				yw59c12.s1 Soares_placenta_8to9weeks_2NbHP8to9W Homo sapiens cDNA clone IMAGE:256534 3', mRNA sequence		1102846	H95213						
25557		Hs.546260	Helicase, lymphoid-specific			1044170	H72354	HELLS					
25558				yu54g10.s1 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGE:229986 3' similar to SP:B44282 B44282 RETROVIRUS-RELATED ENV POLYPROTEIN - ;, mRNA sequence		1026521	H67781						
25559		Hs.502116	Neuron navigator 2			1195108	N53942	NAV2					
25560		Hs.205742	Zinc finger and BTB domain containing 10			1123767	H99099	ZBTB10					
25561		Hs.368226	SRY (sex determining region Y)-box 6			2702526	AA699332	SOX6					
25562		Hs.58992	SMC4 structural maintenance of chromosomes 4-like 1 (yeast)			2703089	AA700126	SMC4L1					
25563		Hs.77558	High mobility group nucleosomal binding domain 3			2705898	AA702785	HMGN3					
25564		Hs.7753	Calumenin			2026291	AA373737	CALU					
25565		Hs.467236	Zinc finger protein 160			2704414	AA701249	ZNF160					
25566		Hs.191395	Transcribed locus			2706313	AA703200						
25567		Hs.246112	Activating signal cointegrator 1 complex subunit 3-like 1			2836919	AA778204	ASCC3L1					
25568		Hs.7753	Calumenin			2026291	AA373737	CALU					
25569		Hs.493919	Myelin protein zero-like 1			1578688	AA071326	MPZL1					
25570		Hs.128060	Similar to CG10671-like			1764973	AA181506	LOC161247					
25571		Hs.116820	Transcribed locus			2557523	AA634309						
25572		Hs.546713	Zinc finger protein 124 (HZF-16)			2541650	AA629263	ZNF124					
25573		Hs.132994	DKFZP434C171 protein			1647429	AA100957	DKFZP434C171					
25574		Hs.546434	V-set domain containing T cell activation inhibitor 1			2058821	AA404609	B7-H4					
25575		Hs.547551	Transcribed locus			2557649	AA634435						
25576		Hs.547101	Transcribed locus, moderately similar to XP_517655.1 similar to KIAA0825 protein [Pan troglodytes]			2538178	AA625791						
25577		Hs.125825	Transcribed locus			2987290	AA878325						
25578		Hs.3426	Era G-protein-like 1 (E. coli)			2899549	AA826237	ERAL1					
25579		Hs.368454	Chromosome 4 open reading frame 15			750804	R01068	C4orf15					
25580		Hs.475125	Ataxin 10			1042439	H70623	ATXN10					
25581		Hs.509140	Bromodomain adjacent to zinc finger domain, 1A			1058414	H80325	BAZ1A					
25582		Hs.296648	Bone morphogenetic protein 5			856233	R79952	BMP5					
25583		Hs.395306	Pre-mRNA splicing factor-like			1047469	H73261	MGC4645					
25584		Hs.34492	Chromosome 10 open reading frame 32			1057397	H79308	C10orf32					
25585		Hs.25151	Transcribed locus			847125	R73093						
25586		Hs.414467	Homeo box A13			856540	R80259	HOXA13					
25587		Hs.119889	RAP2C, member of RAS oncogene family			2715237	AA705319	RAP2C					
25588		Hs.93534	Syntaxin binding protein 5 (tomosyn)			1496689	AA029285	STXBP5					
25589				ah46d04.s1 Soares_testis_NHT Homo sapiens cDNA clone 1292551 3', mRNA sequence		2732139	AA719040						
25590		Hs.546482	Hypothetical protein BC009732			2836052	AA776718	LOC133308					
25591		Hs.526933	Hypothetical protein MGC52010			2669700	AA682419	MGC52010					
25592		Hs.529901	X (inactive)-specific transcript			1496496	AA029094	XIST					
25593				ah47a07.s1 Soares_testis_NHT Homo sapiens cDNA clone 1292628 3', mRNA sequence		2732227	AA719128						
25594		Hs.324104	Chromosome 20 open reading frame 144			2836081	AA776747	C20orf144					
25595		Hs.2178	Histone 2, H2be			2715060	AA705142	HIST2H2BE					
25596		Hs.472497	Hypothetical protein FLJ14351			2538286	AA625899	FLJ14351					
25597		Hs.537861	Transcribed locus			1696889	AA135933						
25598		Hs.145500	Transcribed locus, weakly similar to XP_496299.1 hypothetical protein LOC148206 [Homo sapiens]			1921637	AA278393						
25599							AA976544.1						
25600		Hs.461183	Pyruvate dehydrogenase phosphatase regulatory subunit			2538139	AA625752	PDPR					
25601		Hs.552810	Transcribed locus, moderately similar to XP_518970.1 similar to GLCCI1 protein [Pan troglodytes]			1886853	AA251826						
25602		Hs.99638	CDNA clone IMAGE:4544942, partial cds			2191401	AA465234						
25603				yv67c03.s1 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGE:247780 3' similar to contains Alu repetitive element;, mRNA sequence		1202123	N58233						
25604		Hs.449942	Inositol polyphosphate-5-phosphatase, 75kDa			1140749	N26401	INPP5B					
25605		Hs.210343	Low density lipoprotein receptor-related protein 6			1289657	W15267	LRP6					
25606		Hs.268606	Carbohydrate kinase-like			1471238	AA010211	CARKL					
25607		Hs.11125	Signal peptidase complex subunit 1 homolog (S. cerevisiae)			2189434	AA464550	SPCS1					
25608		Hs.183528	Chromosome 13 open reading frame 6			2218678	AA489076	C13orf6					
25609		Hs.288798	MUS81 endonuclease homolog (yeast)			1894481	AA258031	MUS81					
25610		Hs.159293	Transcribed locus, moderately similar to XP_530175.1 LOC457222 [Pan troglodytes]			2183818	AA458911						
25611				aa47h05.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:824121 3', mRNA sequence		2219792	AA490619						
25612		Hs.459211	A kinase (PRKA) anchor protein 13			2218814	AA489212	AKAP13					
25613		Hs.331420	Phosphoribosyl pyrophosphate amidotransferase			2969697	AA873575	PPAT					
25614		Hs.520708	Deafness, autosomal dominant 5			3094772	AA936738	DFNA5					
25615		Hs.489811	Inhibitor of growth family, member 3			3182719	AA996230	ING3					
25616		Hs.524461	Sp1 transcription factor			1155918	N34776	SP1					
25617		Hs.264482	APG12 autophagy 12-like (S. cerevisiae)			853026	R77916	APG12L					
25618		Hs.477234	Limbic system-associated membrane protein			3090139	AA933871	LSAMP					
25619		Hs.173878	Nipsnap homolog 1 (C. elegans)			3181953	AA995464	NIPSNAP1					
25620		Hs.466044	Protein kinase N1			884308	H18068	PKN1					
25621		Hs.149004	Marker A mRNA, partial sequence			2539265	AA626878						
25622							AA625667.1						
25623		Hs.292105	Homo sapiens, clone IMAGE:5270538, mRNA			2538345	AA625958						
25624		Hs.116153	Transcribed locus			2538721	AA626334						
25625		Hs.535355	Transcribed locus			2538550	AA626163						
25626		Hs.116075	Transcribed locus			2538151	AA625764						
25627							AA625998.1						
25628		Hs.243987	GATA binding protein 4			2156642	AA443967	GATA4					
25629				ad16h02.s1 Soares_NbHFB Homo sapiens cDNA clone IMAGE:878451 3', mRNA sequence		2631882	AA670383						
25630		Hs.54609	Glycine C-acetyltransferase (2-amino-3-ketobutyrate coenzyme A ligase)			2631935	AA670436	GCAT					
25631				yc86f11.s1 Soares infant brain 1NIB Homo sapiens cDNA clone IMAGE:22850 3', mRNA sequence		821680	R45278						
25632		Hs.440364	Dynein, cytoplasmic, intermediate polypeptide 1			795146	R37690	DNCI1					
25633		Hs.105621	LOC441301			2835175	AA775841						
25634		Hs.29288	Endo-beta-N-acetylglucosaminidase			2657409	AA676887	FLJ21865					
25635		Hs.104613	RP42 homolog			795537	R38081	RP42					
25636							AA927170.1						
25637		Hs.351099	Hypothetical protein FLJ10241			2833953	AA774619	FLJ10241					
25638		Hs.60257	CDNA FLJ13598 fis, clone PLACE1009921			1391540	W80482						
25639		Hs.128211	Transcribed locus			2703950	AA700785						
25640		Hs.486031	DJ467N11.1  protein			2702988	AA700025	ASCC3					
25641		Hs.7753	Calumenin			2026291	AA373737	CALU					
25642		Hs.511817	Pleckstrin homology domain interacting protein			2713301	AA703383	PHIP					
25643		Hs.289293	Hypothetical protein INM01			2704686	AA701521	INM01					
25644		Hs.325978	Interleukin 18 binding protein			2836741	AA777410	IL18BP					
25645		Hs.7753	Calumenin			2026291	AA373737	CALU					
25646				zj12h08.s1 Soares_fetal_liver_spleen_1NFLS_S1 Homo sapiens cDNA clone IMAGE:450111 3', mRNA sequence		2713437	AA703519						
25647		Hs.20157	CDK5 regulatory subunit associated protein 3			2218503	AA488901	CDK5RAP3					
25648							AA988755.1						
25649		Hs.37982	Neural precursor cell expressed, developmentally down-regulated 9			664465	T61428	NEDD9					
25650		Hs.167371	RAS protein activator like 2			1521575	AA043653	RASAL2					
25651		Hs.495960	ATPase, H+ transporting, lysosomal accessory protein 2			2218834	AA489232	ATP6AP2					
25652		Hs.465543	BTB (POZ) domain containing 2			2261888	AA521345	BTBD2					
25653		Hs.514323	Protein phosphatase 1, regulatory subunit 9B, spinophilin			2432215	AA598632	PPP1R9B					
25654		Hs.262823	Mitochondrial isoleucine tRNA synthetase			1522467	AA042812	FLJ10326					
25655				zs78b09.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:703577 3', mRNA sequence		1920285	AA278757						
25656				zs85d03.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:704261 3', mRNA sequence		1920879	AA279396						
25657		Hs.431550	Mitogen-activated protein kinase kinase kinase kinase 4			1925925	AA283001	MAP4K4					
25658		Hs.462684	Hypothetical protein DKFZp667M2411			2079526	AA417699	DKFZp667M2411					
25659		Hs.369068	Dynein, cytoplasmic, light intermediate polypeptide 2			1920258	AA278319	DNCLI2					
25660		Hs.247828	Ribosomal protein L23a pseudogene 7			1920950	AA279467	RPL23AP7					
25661		Hs.144114	Calcium/calmodulin-dependent protein kinase (CaM kinase) II delta			1925947	AA283023	CAMK2D					
25662		Hs.536863	Transcribed locus, strongly similar to NP_077144.1 RIO kinase 3 (yeast) [Mus musculus]			2210958	AA481406						
25663		Hs.529665	Transcribed locus			1933771	AA287948						
25664		Hs.445912	Transcribed locus			2210962	AA481410						
25665				aa41a07.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:815796 3', mRNA sequence		2214434	AA485215						
25666		Hs.433702	Eukaryotic translation initiation factor 5			916075	H40023	EIF5					
25667		Hs.145156	CaM kinase-like vesicle-associated			991410	H51569	MGC8407					
25668		Hs.145469	Ubiquitin carboxyl-terminal hydrolase L5			889371	H20676	UCHL5					
25669		Hs.465918	Dedicator of cytokinesis 6			893803	H24904	DOCK6					
25670		Hs.95231	Formin homology 2 domain containing 1			945484	R86847	FHOD1					
25671		Hs.162659	Chromosome 9 open reading frame 28			943667	R85261	C9orf28					
25672				yn98c02.s1 Soares adult brain N2b5HB55Y Homo sapiens cDNA clone IMAGE:176450 3', mRNA sequence		918566	H42514						
25673		Hs.241558	Ariadne homolog 2 (Drosophila)			2805471	AA757608	ARIH2					
25674		Hs.522309	Nuclear cap binding protein subunit 1, 80kDa			2805781	AA757918	NCBP1					
25675		Hs.123352	Protein tyrosine phosphatase, non-receptor type 2			2704168	AA701003	PTPN2					
25676		Hs.373952	Calmodulin binding transcription activator 2			2717659	AA707741	CAMTA2					
25677				zg40a06.s1 Soares_pineal_gland_N3HPG Homo sapiens cDNA clone IMAGE:395794 3', mRNA sequence		2805715	AA757852						
25678				zg44e10.s1 Soares_pineal_gland_N3HPG Homo sapiens cDNA clone IMAGE:396234 3' similar to contains L1.t3 L1 repetitive element ;, mRNA sequence		2805704	AA757841						
25679		Hs.435231	Zinc finger RNA binding protein			2704273	AA701108	ZFR					
25680		Hs.62604	SPOC domain containing 1			2824277	AA772494	SPOCD1					
25681		Hs.136309	SH3-domain GRB2-like endophilin B1			1229242	N72138	SH3GLB1					
25682		Hs.511626	RAR-related orphan receptor A			1148744	N30224	RORA					
25683		Hs.521809	Cofactor of BRCA1			1148887	N30367	COBRA1					
25684		Hs.311363	KIAA1604 protein			1155568	N34426	KIAA1604					
25685		Hs.3459	KIAA1970 protein			1229399	N72295	KIAA1970					
25686		Hs.507621	Fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)			1148868	N30348	FLT1					
25687		Hs.466117	Cofactor required for Sp1 transcriptional activation, subunit 7, 70kDa			1156038	N34896	CRSP7					
25688		Hs.526470	CDNA FLJ37610 fis, clone BRCOC2011398			1200850	N56960						
25689		Hs.46850	MGC4170 protein			2848892	AA788772	MGC4170					
25690		Hs.420696	Mitochondrial ribosomal protein L39			1332005	W47366	MRPL39					
25691		Hs.549329	Musculoskeletal, embryonic nuclear protein 1			2754362	AA733003	MUSTN1					
25692		Hs.497350	Plakophilin 1 (ectodermal dysplasia/skin fragility syndrome)			2754449	AA733090	PKP1					
25693		Hs.23170	FtsJ homolog 1 (E. coli)			1266833	N94524	FTSJ1					
25694		Hs.278429	Chromosome 9 open reading frame 78			1378918	W69639	C9orf78					
25695		Hs.499108	G protein-coupled receptor 158			813519	R51617	GPR158					
25696		Hs.21820	Transcribed locus			831926	R61231						
25697		Hs.501578	GTP_binding protein			830918	R60223	Sprn					
25698		Hs.188757	Chromosome 6 open reading frame 69			869321	H05769	C6orf69					
25699		Hs.470882	Calcitonin receptor-like			2805214	AA757351	CALCRL					
25700		Hs.2879	Carboxypeptidase A1 (pancreatic)			2931629	AA845178	CPA1					
25701		Hs.1690	Fibroblast growth factor binding protein 1			3094791	AA936757	FGFBP1					
25702		Hs.54471	Phosphodiesterase 6H, cGMP-specific, cone, gamma			2717840	AA707922	PDE6H					
25703		Hs.24976	ADP-ribosyltransferase 3			2994916	AA884935	ART3					
25704		Hs.4992	Tumor suppressing subtransferable candidate 1			2945497	AA857195	TSSC1					
25705				yd34g05.s1 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGE:110168 3' similar to gb:M13520 BETA-HEXOSAMINIDASE ALPHA CHAIN (HUMAN);, mRNA sequence		685730	T71209						
25706		Hs.513484	Quinolinate phosphoribosyltransferase (nicotinate-nucleotide pyrophosphorylase (carboxylating))			1124511	H99843	QPRT					
25707		Hs.443681	Chondroitin sulfate proteoglycan 2 (versican)			1645278	AA101875	CSPG2					
25708		Hs.546298	SMT3 suppressor of mif two 3 homolog 2 (yeast)			2834749	AA775415	SUMO2					
25709		Hs.535978	Transcribed locus, strongly similar to NP_835225.2 chromosome X open reading frame 40 [Homo sapiens]			879915	H15095						
25710		Hs.3759	Ubiquitin specific protease 5 (isopeptidase T)			2191703	AA465536	USP5					
25711		Hs.50861	Sirtuin (silent mating type information regulation 2 homolog) 4 (S. cerevisiae)			1728562	AA156947	SIRT4					
25712		Hs.180909	Peroxiredoxin 1			2835137	AA775803	PRDX1					
25713		Hs.524395	Tubulin, alpha 3			2957745	AA865469	TUBA3					
25714		Hs.507433	Zinc finger protein 198			1886563	AA251581	ZNF198					
25715		Hs.93842	START domain containing 4, sterol regulated			1011540	H58708	STARD4					
25716				yr48h01.s1 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGE:208561 3', mRNA sequence		1017939	H63138						
25717				ys07b02.s1 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGE:214059 3' similar to contains Alu repetitive element;, mRNA sequence		1044694	H72878						
25718				yv34e05.s1 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGE:244640 3', mRNA sequence		1196230	N54910						
25719				yr29h10.s1 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGE:206755 3', mRNA sequence		1012427	H59595						
25720		Hs.412421	Hypothetical protein MGC13168			1018195	H63394	MGC13168					
25721				ys14h05.s1 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGE:214809 3', mRNA sequence		1047298	H74086						
25722		Hs.132513	Hydroxysteroid (17-beta) dehydrogenase 12			1194654	N53488	HSD17B12					
25723		Hs.519666	Hypothetical gene supported by BX640700			890587	H21892						
25724		Hs.534359	Transcribed locus, strongly similar to XP_518371.1 similar to tenascin XB isoform 1; tenascin XB1; tenascin XB2; hexabrachion-like [Pan troglodytes]			660267	T58430						
25725		Hs.438824	CK2 interacting protein 1; HQ0024c protein			2219398	AA490216	CKIP-1					
25726				aa18b01.s1 Soares_NhHMPu_S1 Homo sapiens cDNA clone IMAGE:813577 3' similar to SW:GAG2_HUMAN P10264 RETROVIRUS-RELATED GAG POLYPROTEIN ;, mRNA sequence		2161337	AA447667						
25727		Hs.477126	APG3 autophagy 3-like (S. cerevisiae)			2162484	AA448814	APG3L					
25728		Hs.115088	ARP6 actin-related protein 6 homolog (yeast)			2188337	AA463453	ACTR6					
25729		Hs.435773	AF464140			2188516	AA463632	LOC163590					
25730		Hs.513440	G protein-coupled receptor 65			715284	T86932	GPR65					
25731		Hs.495229	Chromosome 9 open reading frame 74			2103515	AA424545	C9orf74					
25732		Hs.470259	Hypothetical protein FLJ12650			814803	R52901	FLJ12650					
25733		Hs.350756	Staufen, RNA binding protein, homolog 2 (Drosophila)			2069286	AA410190	STAU2					
25734		Hs.415342	KIAA1049 protein			2103470	AA424509	KIAA1049					
25735				zv92h05.s1 Soares_NhHMPu_S1 Homo sapiens cDNA clone IMAGE:767289 3', mRNA sequence		2080237	AA418418						
25736		Hs.368420	Hypothetical protein MGC20460			2079754	AA417935	MGC20460					
25737		Hs.371788	DKFZP547E1010 protein			2064276	AA406292	DKFZP547E1010					
25738		Hs.193557	Full length insert cDNA clone ZE03F06			2103526	AA424556						
25739		Hs.365207	Thyroid hormone receptor associated protein 5			2080345	AA418545	THRAP5					
25740				zv94h03.s1 Soares_NhHMPu_S1 Homo sapiens cDNA clone IMAGE:767477 3', mRNA sequence		2079840	AA418029						
25741		Hs.97501	Chromosome 4 open reading frame 17			2051210	AA398101	C4orf17					
25742		Hs.285666	KIAA1295			2051491	AA398364	KIAA1295					
25743		Hs.10414	Hypothetical protein FLJ10748			2051444	AA398335	FLJ10748					
25744		Hs.411490	Family with sequence similarity 36, member A			2070648	AA412059	FAM36A					
25745		Hs.254808	IQ motif containing F3			2051242	AA398133	IQCF3					
25746		Hs.530597	Acyl-Coenzyme A binding domain containing 5			2051391	AA398282	ACBD5					
25747		Hs.438250	MEGF11 protein			2051464	AA398355	MEGF11					
25748		Hs.172788	Armadillo repeat containing, X-linked 3			2204705	AA476494	ARMCX3					
25749				yg75d10.s1 Soares infant brain 1NIB Homo sapiens cDNA clone IMAGE:39288 3' similar to contains Alu repetitive element;, mRNA sequence		814249	R52347						
25750		Hs.26805	Transcribed locus			831517	R60822						
25751				yh12a09.s1 Soares infant brain 1NIB Homo sapiens cDNA clone IMAGE:42807 3' similar to contains OFR repetitive element ;, mRNA sequence		830830	R60135						
25752		Hs.514342	PAP associated domain containing 5			869187	H05635	PAPD5					
25753		Hs.529857	Immediate early response 5-like			2457899	AA609471	IER5L					
25754		Hs.113912	Rap guanine nucleotide exchange factor (GEF) 2			923166	H47114	RAPGEF2					
25755		Hs.192326	Sorting nexin family member 27			2111698	AA427953	SNX27					
25756		Hs.520974	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide			760861	R08938	YWHAG					
25757		Hs.372152	Deltex homolog 1 (Drosophila)			746944	T97599	DTX1					
25758							AI005323.1						
25759		Hs.522170	Transcribed locus			2524178	AA621750						
25760		Hs.369123	Pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2			2524240	AA620301	PLEKHA2					
25761		Hs.79081	Protein phosphatase 1, catalytic subunit, gamma isoform			1689507	AA129931	PPP1CC					
25762		Hs.445665	Abhydrolase domain containing 4			819659	R42714	ABHD4					
25763				af89b07.s1 Soares_testis_NHT Homo sapiens cDNA clone IMAGE:1049173 3', mRNA sequence		2524621	AA620682						
25764				yy62f01.s1 Soares_multiple_sclerosis_2NbHMSP Homo sapiens cDNA clone IMAGE:278137 3', mRNA sequence		1211349	N63520						
25765		Hs.495471	Peptidase (mitochondrial processing) alpha			1192798	N51632	PMPCA					
25766		Hs.31942	Transcribed locus, moderately similar to XP_509882.1 LOC452831 [Pan troglodytes]			891644	H22949						
25767		Hs.470675	CBF1 interacting corepressor			1230856	N73571	CIR					
25768		Hs.230622	Transcribed locus			1313379	W32192						
